Фаза,Что это,"Первое появление, °C","Доля при первом появлении, %","Максимальная доля, %","Конечная доля, %"
BCC_A2,феррит / ОЦК,1480.0,0.4715767588300165,74.85522750779334,34.41558051902635
FCC_A1,аустенит / ГЦК,1400.0,34.67959222962699,65.58441948107956,65.58441948107956
