"Температура, °C","Доля расплава, %","AL, ат.%","AL, мас.%","FE, ат.%","FE, мас.%","MG, ат.%","MG, мас.%","MN, ат.%","MN, мас.%","SI, ат.%","SI, мас.%"
730.0000000000001,100.0,91.51275130484102,91.0866299439032,0.12153064510219347,0.2503755634281224,0.5584959430505814,0.5007511276604417,0.07412488915720833,0.1502253379943597,7.733097217848983,8.01201802701387
725.0000000000001,100.0,91.51275130556206,91.08662994457985,0.12153064507268024,0.25037556336720695,0.5584959423336925,0.500751127017449,0.07412488916187963,0.15022533800375912,7.733097217869695,8.012018027031719
720.0000000000001,100.0,91.51275130611857,91.08662994509532,0.1215306450572666,0.2503755633353463,0.558495941773647,0.5007511265150971,0.07412488916447553,0.1502253380089567,7.733097217886042,8.012018027045272
715.0000000000001,100.0,91.5127513058951,91.08662994489025,0.12153064506170595,0.25037556334453986,0.5584959420004673,0.500751126718561,0.07412488916338736,0.15022533800678,7.733097217879337,8.012018027039854
710.0000000000001,100.0,91.51275130567859,91.08662994468449,0.12153064507345597,0.25037556336877387,0.5584959422133742,0.5007511269095083,0.0741248891615395,0.15022533800305105,7.733097217873026,8.01201802703417
705.0000000000001,100.0,91.5127513063467,91.08662994529963,0.12153064505530918,0.25037556333125105,0.5584959415370466,0.5007511263028344,0.07412488916781422,0.1502253380156855,7.733097217893113,8.012018027050598
700.0000000000001,100.0,91.51275130499947,91.08662994405755,0.12153064509131553,0.2503755634057026,0.5584959428993305,0.5007511275248108,0.07412488915739819,0.15022533799473892,7.7330972178524835,8.012018027017199
695.0000000000001,100.0,91.51275130574057,91.08662994474815,0.12153064506748734,0.2503755633564828,0.5584959421570281,0.500751126858999,0.07412488916016213,0.15022533800026286,7.733097217874729,8.01201802703611
690.0000000000001,100.0,91.51275130577444,91.08662994477892,0.12153064506573028,0.25037556335285477,0.5584959421224875,0.5007511268280133,0.07412488916174795,0.1502253380034719,7.733097217875602,8.012018027036753
685.0000000000001,100.0,91.51275130589902,91.08662994489261,0.12153064506281565,0.2503755633468218,0.558495941995359,0.5007511267139725,0.07412488916341099,0.1502253380068253,7.733097217879399,8.012018027039783
680.0000000000001,100.0,91.51275130554211,91.08662994457353,0.12153064506375458,0.2503755633488556,0.5584959423659626,0.5007511270464569,0.07412488915986717,0.15022533799970286,7.733097217868298,8.012018027031461
675.0000000000001,100.0,91.51275130592566,91.08662994491745,0.12153064506194404,0.2503755633450215,0.5584959419686315,0.5007511266899992,0.07412488916347887,0.15022533800696014,7.733097217880296,8.012018027040563
670.0000000000001,100.0,91.51275130571544,91.08662994472387,0.12153064506761979,0.2503755633567577,0.5584959421815807,0.500751126881017,0.07412488916160036,0.15022533800317886,7.733097217873761,8.01201802703517
665.0000000000001,100.0,91.51275130591188,91.08662994490399,0.12153064506294721,0.250375563347089,0.5584959419818846,0.5007511267018834,0.07412488916346507,0.15022533800693263,7.7330972178798225,8.012018027040096
660.0000000000001,100.0,91.51275130627768,91.08662994523792,0.12153064505791816,0.25037556333664523,0.5584959416082882,0.5007511263667487,0.07412488916455744,0.15022533800909668,7.733097217891549,8.012018027049592
655.0000000000001,100.0,91.51275130594439,91.0866299449349,0.12153064506102067,0.2503755633431159,0.5584959419497677,0.5007511266730792,0.07412488916389245,0.15022533800779633,7.73309721788093,8.012018027041114
650.0000000000001,100.0,91.51275130592767,91.08662994491877,0.12153064506229808,0.250375563345749,0.5584959419660658,0.5007511266876951,0.07412488916360194,0.15022533800720844,7.7330972178803705,8.01201802704058
645.0000000000001,100.0,91.51275130595539,91.086629944939,0.12153064506792467,0.25037556335732064,0.5584959419328951,0.5007511266579134,0.07412488916240775,0.15022533800477608,7.73309721788139,8.012018027040991
640.0000000000001,100.0,91.5127513056618,91.08662994467726,0.12153064506635566,0.250375563354172,0.558495942238945,0.5007511269324875,0.0741248891612459,0.15022533800247173,7.733097217871658,8.012018027033589
635.0000000000001,100.0,91.5127513059241,91.08662994491624,0.12153064506197561,0.25037556334508754,0.5584959419703712,0.5007511266915609,0.07412488916325878,0.15022533800651464,7.7330972178802915,8.01201802704059
