,"Радиус класса, нм","Число частиц в классе, 1/м³"
0,0.056700000000000014,0
1,0.070100000000000023,0
2,0.083500000000000033,0
3,0.096900000000000042,0
4,0.11030000000000006,0
5,0.12370000000000007,0
6,0.13710000000000008,0
7,0.15050000000000011,0
8,0.1639000000000001,0
9,0.1773000000000001,0
10,0.19070000000000012,0
11,0.20410000000000014,0
12,0.21750000000000017,0
13,0.23090000000000019,0
14,0.24430000000000018,0
15,0.25770000000000015,0
16,0.27110000000000023,0
17,0.2845000000000002,0
18,0.29790000000000022,0
19,0.31130000000000024,3.4542854789731545e+21
20,0.32470000000000021,3.4561763420404628e+21
21,0.33810000000000023,3.4561973728493028e+21
22,0.35150000000000031,3.4546613290050063e+21
23,0.36490000000000028,3.4518255959493402e+21
24,0.3783000000000003,3.4479021529786383e+21
25,0.39170000000000033,3.4431207298076251e+21
26,0.40510000000000029,3.4378944197607665e+21
27,0.41850000000000032,3.4363420926582446e+21
28,0.43190000000000034,3.4564304286325581e+21
29,0.44530000000000036,3.6448457677939813e+21
30,0.45870000000000039,3.8974823073974531e+21
31,0.47210000000000035,4.159735024186818e+21
32,0.48550000000000043,4.4316300498041003e+21
33,0.4989000000000004,4.713177648562695e+21
34,0.51230000000000042,5.004371184539763e+21
35,0.5257000000000005,5.3051861030897514e+21
36,0.53910000000000047,5.6155789368920847e+21
37,0.55250000000000055,5.9354863477472918e+21
38,0.56590000000000051,6.2648242164313442e+21
39,0.57930000000000048,6.603486793961283e+21
40,0.59270000000000045,6.9513459285704678e+21
41,0.60610000000000053,7.3082503834809034e+21
42,0.61950000000000049,7.6740252611050388e+21
43,0.63290000000000057,8.0484715495115383e+21
44,0.64630000000000054,8.4313658067277788e+21
45,0.65970000000000051,8.8224599975620174e+21
46,0.67310000000000059,9.2214814959239629e+21
47,0.68650000000000055,9.6281332628870723e+21
48,0.69990000000000063,1.0042094206680662e+22
49,0.7133000000000006,1.0463019725142043e+22
50,0.72670000000000057,1.0890542423527538e+22
51,0.74010000000000054,1.1324272990602559e+22
52,0.75350000000000061,1.1763801203209717e+22
53,0.76690000000000058,1.2208697013645655e+22
54,0.78030000000000066,1.2658511654821736e+22
55,0.79370000000000063,1.3112778675120387e+22
56,0.80710000000000071,1.3571014788046047e+22
57,0.82050000000000067,1.4032720391523938e+22
58,0.83390000000000075,1.4497379578840955e+22
59,0.84730000000000083,1.4964459429277987e+22
60,0.8607000000000008,1.5433408333998144e+22
61,0.87410000000000077,1.5903653085614577e+22
62,0.88750000000000073,1.6374594443578463e+22
63,0.90090000000000081,1.6845600889734735e+22
64,0.91430000000000078,1.7316000318976386e+22
65,0.92770000000000086,1.7785069481302916e+22
66,0.94110000000000082,1.8252021118484777e+22
67,0.95450000000000079,1.8715988937342152e+22
68,0.96790000000000076,1.9176010849094925e+22
69,0.98130000000000073,1.9631011295004423e+22
70,0.99470000000000092,2.0079783981471108e+22
71,1.0081000000000009,2.0520976960765886e+22
72,1.021500000000001,2.095308269642312e+22
73,1.0349000000000008,2.1374436498289963e+22
74,1.0483000000000009,2.1783227418291349e+22
75,1.061700000000001,2.2177526235851708e+22
76,1.0751000000000011,2.2555335351200272e+22
77,1.0885000000000009,2.2914665012623305e+22
78,1.101900000000001,2.325363905550841e+22
79,1.1153000000000008,2.3570630939273754e+22
80,1.1287000000000009,2.3864427086677587e+22
81,1.142100000000001,2.4134409240884743e+22
82,1.1555000000000011,2.4380740893640546e+22
83,1.1689000000000009,2.4604535345251218e+22
84,1.182300000000001,2.4807975747462952e+22
85,1.1957000000000009,2.4994352358057079e+22
86,1.2091000000000012,2.5167981679632663e+22
87,1.222500000000001,2.5333979032114493e+22
88,1.2359000000000011,2.5497872974825541e+22
89,1.249300000000001,2.5665077887481657e+22
90,1.262700000000001,2.5840277850576938e+22
91,1.2761000000000009,2.6026813969659528e+22
92,1.2895000000000012,2.6226196497528126e+22
93,1.3029000000000011,2.6437867172300159e+22
94,1.3163000000000011,2.6659302637725752e+22
95,1.3297000000000012,2.688647344453751e+22
96,1.3431000000000011,2.7114570408918105e+22
97,1.3565000000000014,2.7338817302275652e+22
98,1.3699000000000012,2.7555152136159766e+22
99,1.3833000000000013,2.7760609547688245e+22
100,1.3967000000000012,2.7953361414489429e+22
101,1.4101000000000012,2.813250832669746e+22
102,1.4235000000000011,2.8297779029521079e+22
103,1.4369000000000014,2.8449249074885519e+22
104,1.4503000000000013,2.8587074520920701e+22
105,1.4637000000000013,2.8711138461410841e+22
106,1.4771000000000012,2.8820481518324207e+22
107,1.4905000000000013,2.891242935920296e+22
108,1.5039000000000013,2.8981444777795723e+22
109,1.5173000000000014,2.9017953429213581e+22
110,1.5307000000000013,2.9007666101263127e+22
111,1.5441000000000014,2.8931992535097265e+22
112,1.5575000000000012,2.8769830241935307e+22
113,1.5709000000000013,2.8501403312900595e+22
114,1.5843000000000012,2.8119729281876397e+22
115,1.5977000000000015,2.7666535891349124e+22
116,1.6111000000000013,2.7304665615518998e+22
117,1.6245000000000014,2.7357307323076233e+22
118,1.6379000000000012,2.8118458750910855e+22
119,1.6513000000000015,2.9445304422689346e+22
120,1.6647000000000014,3.074599262933752e+22
121,1.6781000000000015,3.2007113500217211e+22
122,1.6915000000000016,3.2627115811515543e+22
123,1.7049000000000014,3.263201872228602e+22
124,1.7183000000000015,3.2968550732370452e+22
125,1.7317000000000013,3.3457550513730662e+22
126,1.7451000000000016,3.4169618473102078e+22
127,1.7585000000000015,3.5825600143220992e+22
128,1.7719000000000016,3.8157286558088087e+22
129,1.7853000000000014,4.1230869261691371e+22
130,1.7987000000000017,4.498205786576463e+22
131,1.8121000000000016,4.9916970114093976e+22
132,1.8255000000000017,5.6948034663619521e+22
133,1.8389000000000015,6.7277352471694129e+22
134,1.8523000000000016,8.196736588099595e+22
135,1.8657000000000015,9.9875358747010336e+22
136,1.8791000000000015,1.1692017548466408e+23
137,1.8925000000000014,1.2863246610557903e+23
138,1.9059000000000015,1.3313833216815897e+23
139,1.9193000000000018,1.3176256730116653e+23
140,1.9327000000000019,1.2768003826090766e+23
141,1.9461000000000017,1.2384996260314359e+23
142,1.9595000000000018,1.2210827127969313e+23
143,1.9729000000000017,1.2265617912388539e+23
144,1.9863000000000017,6.1968777935791715e+22
145,1.9997000000000016,1.8917044612023972e+22
146,2.0131000000000014,5.7462158074535509e+21
147,2.0265000000000017,1.6783098294423645e+21
148,2.0399000000000016,4.7484923967596547e+20
149,2.0533000000000015,1.3122518609635829e+20
150,2.0667000000000018,3.5604624699325002e+19
151,2.0801000000000021,9.51895452038272e+18
152,2.0935000000000019,2.5146781292285527e+18
153,2.1069000000000018,6.5787238342454374e+17
154,2.1203000000000021,1.7072049887803363e+17
155,2.1337000000000019,43996306374562920
156,2.1471000000000018,11267925231334548
157,2.1605000000000016,2868918821835307
158,2.1739000000000019,726204681641357.62
159,2.1873000000000018,182721142616141.78
160,2.2007000000000017,45683870845871.164
161,2.214100000000002,11344786910046.059
162,2.2275000000000023,2796957706366.6392
163,2.2409000000000021,684269111874.47083
164,2.254300000000002,166044821398.62708
165,2.2677000000000018,39948918948.722809
166,2.2811000000000021,9526032775.0314426
167,2.294500000000002,2250692080.3295288
168,2.3079000000000018,526756559.7343092
169,2.3213000000000017,122097948.63297705
170,2.334700000000002,28025003.545162134
171,2.3481000000000019,6369029.5714719864
172,2.3615000000000017,1433032.0681198568
173,2.374900000000002,319200.59107206098
174,2.3883000000000023,70378.9408583802
175,2.4017000000000022,15352.711579234285
176,2.415100000000002,3305.9895703433599
177,2.4285000000000023,695.13742535666233
178,2.4419000000000022,134.7374427040584
179,2.455300000000002,15.941486635513201
180,2.4687000000000019,0
181,2.4821000000000022,0
182,2.495500000000002,0
183,2.5089000000000024,0
184,2.5223000000000022,0
185,2.5357000000000025,0
