"gruppa","marka","klyuch_zamorozki","sistema","tip_istochnika_sostava","baza_zamorozki","versiya_bazy_zamorozki","sha256_bazy_zamorozki","sha256_bazy_zamorozki_v_predraschete","baza_sloya_segodnya","sha256_bazy_sloya_segodnya","rodoslovnaya","status_v_sloe","sostav_kolonok_w","elementy_v_reshatel","otbrosheno_kak_sled","w_AL","w_B","w_C","w_CO","w_CR","w_CU","w_FE","w_H","w_MG","w_MN","w_MO","w_N","w_NB","w_NI","w_O","w_SI","w_TA","w_TI","w_V","w_W","w_Y","w_ZN","w_ZR","x_v_reshatel","T_sol_K","T_liq_K","T_plav_odno_K","metod_T","istochnik_T","pdens","setka_polnaya","tochnost_K","versiya_sloya_zamorozki","bystryj_nabor_sloya","nabor_faz_zamorozki","polnyj_nabor_ponadobilsya","dobavleno_storozhem","fazy_pod_solidusom","isklyucheny_v_zamorozke","isklyucheny_v_sloe_segodnya","ulika_nabora","primechanie"
"z26_Fe","40Х10С2М","1-17|40Х10С2М","Fe","","mc_fe","2.059","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","","mc_fe","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","совпадает","schitaetsya","v_reshatel","C CR FE MN MO SI","P S","","","0.40011003025832104","","9.752681987546575","","86.3962589712171","","","0.40011003025832104","0.8002200605166421","","","","","2.2506189202030558","","","","","","","","C=0.017874014520909958;CR=0.10064123620104586;FE=0.8301039433699894;MN=0.0039077649060877614;MO=0.004474930451498685;SI=0.04299811055046834","1664.6","1724.9","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""1-17|40Х10С2М""], solidus_K/likvidus_K","200","True","0.25","139e004404ac6566222844103d3d3ee8ebf519b1a3fb6f7b86920e111578d167","LIQUID FCC_A1 BCC_A2 HCP_A3","LIQUID FCC_A1 BCC_A2 HCP_A3","False","","FCC_A1","","","",""
