"gruppa","marka","klyuch_zamorozki","sistema","tip_istochnika_sostava","baza_zamorozki","versiya_bazy_zamorozki","sha256_bazy_zamorozki","sha256_bazy_zamorozki_v_predraschete","baza_sloya_segodnya","sha256_bazy_sloya_segodnya","rodoslovnaya","status_v_sloe","sostav_kolonok_w","elementy_v_reshatel","otbrosheno_kak_sled","w_AL","w_B","w_C","w_CO","w_CR","w_CU","w_FE","w_H","w_MG","w_MN","w_MO","w_N","w_NB","w_NI","w_O","w_SI","w_TA","w_TI","w_V","w_W","w_Y","w_ZN","w_ZR","x_v_reshatel","T_sol_K","T_liq_K","T_plav_odno_K","metod_T","istochnik_T","pdens","setka_polnaya","tochnost_K","versiya_sloya_zamorozki","bystryj_nabor_sloya","nabor_faz_zamorozki","polnyj_nabor_ponadobilsya","dobavleno_storozhem","fazy_pod_solidusom","isklyucheny_v_zamorozke","isklyucheny_v_sloe_segodnya","ulika_nabora","primechanie"
"kartochka","12Х18Н10Т","6-42|12Х18Н10Т","Fe","стандарт","mc_fe","2.059","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","mc_fe","1b12f7dcd1ec511735a486ca2c6dc3228db81bb3da5e7a36f819ef89d934914c","совпадает","schitaetsya","v_reshatel","C CR FE MN NI SI","P S","","","0.060018005401620486","","18.005401620486147","","70.53115934780435","","","1.000300090027008","","","","10.00300090027008","","0.40012003601080326","","","","","","","","C=0.002749872919512097;CR=0.19056498751592313;FE=0.6950354563502189;MN=0.010019999404255643;NI=0.09378950254221059;SI=0.007840181267879602","1686.6","1716.9","NA","calphad","canon/data/reference/deskriptory_splavov_v1.csv, splav=12Х18Н10Т, T_sol_K/T_liq_K; CALPHAD, mc_fe 2.059, sha256 1b12f7dcd1ec…; pycalphad 0.11.2 в ~/lilith_user_env (python 3.12), calphad_layer.raschet.solidus_likvidus, точность 0,25 K, pdens 200 (полная сетка), сторож движущей силы пройден; предрасчёт APP-312б, строка 6-42. ВНИМАНИЕ: титан в расчёт НЕ вошёл — ГОСТ задаёт его формулой 5·C–0,8, числом она не выражается","200","True","0.25","ad6d1f0e1af52aa046d581e16582555c41eeb9c56d5df5e0836ac9693164a1d9","LIQUID FCC_A1 BCC_A2 HCP_A3","LIQUID FCC_A1 BCC_A2 HCP_A3","False","","BCC_A2 FCC_A1","","","",""
