"Радиус класса, нм","Число частиц в классе, 1/м³"
0.1556875,0.0
0.26706250000000004,0.0
0.37843750000000004,3.7180380526901847e+18
0.48981250000000004,3.712458855074754e+18
0.6011875,3.706893391826227e+18
0.7125625,3.7013415965254656e+18
0.8239375000000001,3.6958034055623306e+18
0.9353125000000001,3.6902787578289505e+18
1.0466875,3.6847675947260483e+18
1.1580625,3.679269859852257e+18
1.2694375000000002,3.673785494514287e+18
1.3808125,3.668314458758488e+18
1.4921875,3.6628566960896916e+18
1.6035625000000002,3.6574121512044375e+18
1.7149375,3.651980780634891e+18
1.8263125,3.64656254082647e+18
1.9376875000000002,3.6411573883292365e+18
2.0490625,3.6357652796336133e+18
2.1604375,3.630386171220937e+18
2.2718125000000002,3.625020019645515e+18
2.3831875,3.619666781521235e+18
2.4945625000000002,3.6143264134429455e+18
2.6059375,3.608998872178157e+18
2.7173125,3.60368411443095e+18
2.8286875,3.5983820970349245e+18
2.9400625000000002,3.59309277699149e+18
3.0514375,3.5878161099684127e+18
3.1628125000000002,3.5825520553635517e+18
3.2741875000000005,3.577300571065474e+18
3.3855625,3.572061614171614e+18
3.4969375,3.5668351419875174e+18
3.6083125000000003,3.3660597572778056e+18
3.7196875,3.347293450031441e+18
3.8310625,3.4525045543009224e+18
3.9424375000000005,3.529379369780649e+18
4.0538125,3.734625739468208e+18
4.1651875,3.992918039714415e+18
4.276562500000001,4.263123142373665e+18
4.3879375000000005,4.545613140074123e+18
4.499312499999999,4.840771290958964e+18
4.6106875,5.148992229758386e+18
4.7220625,5.470682169707521e+18
4.8334375,5.80625909339158e+18
4.9448125,6.156152930374122e+18
5.0561875,6.520805719214541e+18
5.1675625,6.900671751208084e+18
5.2789375000000005,7.296217692876656e+18
5.3903125,7.707922683901449e+18
5.5016875,8.136278406819955e+18
5.613062500000001,8.581789124399752e+18
5.7244375000000005,9.0449716801492e+18
5.8358125,9.52635545693222e+18
5.9471875,1.0026482288108804e+19
6.0585625,1.0545906315024382e+19
6.1699375,1.1085193784022598e+19
6.2813125,1.1644922775444003e+19
6.3926875,1.2225682856299006e+19
6.5040625,1.2828074647471948e+19
6.6154375000000005,1.3452709295411565e+19
6.7268125,1.4100207837294682e+19
6.8381875,1.4771200447624333e+19
6.949562500000001,1.5466325553127821e+19
7.0609375000000005,1.6186228801662261e+19
7.1723125,1.6931561869627982e+19
7.283687500000001,1.7702981091120574e+19
7.3950625,1.8501145890728755e+19
7.5064375,1.9326717000520962e+19
7.6178124999999985,2.0180354440331096e+19
7.729187499999999,2.1062715238960443e+19
7.840562499999998,2.1974450872349004e+19
7.951937499999999,2.291620439307297e+19
8.0633125,2.3888607223696695e+19
8.1746875,2.48922755844822e+19
8.286062499999998,2.592780652364404e+19
8.397437499999999,2.699577351571458e+19
8.508812499999998,2.809672159057748e+19
8.620187499999998,2.923116195226067e+19
8.731562499999999,3.0399566042722554e+19
8.8429375,3.160235900166775e+19
8.954312499999999,3.283991246901758e+19
9.0656875,3.411253667237005e+19
9.177062499999998,3.5420471737946608e+19
9.288437499999999,3.6763878160496955e+19
9.3998125,3.814282636587766e+19
9.5111875,3.955728529973619e+19
9.622562499999999,4.100710997687519e+19
9.7339375,4.249202792823134e+19
9.845312499999999,4.401162448543753e+19
9.9566875,4.556532684610003e+19
10.0680625,4.715238686616329e+19
10.1794375,4.877186252953606e+19
10.2908125,5.042259805064674e+19
10.4021875,5.210320257461853e+19
10.513562499999999,5.381202745470914e+19
10.6249375,5.5547142112072204e+19
10.7363125,5.730630852621099e+19
10.847687500000001,5.90869544647851e+19
10.9590625,6.088614558948698e+19
11.070437499999999,6.2700556433092665e+19
11.1818125,6.452643989113443e+19
11.293187499999998,6.6359595165078725e+19
11.404562499999999,6.81953370603862e+19
11.5159375,7.002847146037864e+19
11.627312499999999,7.1853260609177985e+19
11.7386875,7.3663355194894344e+19
11.850062499999998,7.545192467612428e+19
11.961437499999999,7.721133524709202e+19
12.0728125,7.893345552008657e+19
12.1841875,8.060962933589946e+19
12.295562499999999,8.222995451920235e+19
12.4069375,8.376239989907712e+19
12.518312499999999,8.516952466208388e+19
12.6296875,8.649558762292773e+19
12.7410625,8.77336313864338e+19
12.8524375,8.887397881124631e+19
