Величина,Значение
E_Hill_GPa,106.3492771194647
E_Reuss_GPa,103.251430221067
E_Voigt_GPa,109.4471240178625
G_Hill_GPa,42.5397108477859
G_Reuss_GPa,41.30057208842679
G_Voigt_GPa,43.778849607145
K_Hill_GPa,70.89951807964317
K_Reuss_GPa,68.83428681404466
K_Voigt_GPa,72.96474934524167
K_over_G_Hill,1.666666666666667
nu_Hill,0.2500000000000001
