"Радиус класса, нм","Число частиц в классе, 1/м³"
0.1556875,0.0
0.26706250000000004,0.0
0.37843750000000004,5.474495192597431e+18
0.48981250000000004,5.466689119431609e+18
0.6011875,5.458903532335481e+18
0.7125625,5.451137936199934e+18
0.8239375000000001,5.443391876496244e+18
0.9353125000000001,5.435664975672251e+18
1.0466875,5.427956881910052e+18
1.1580625,5.420267271528529e+18
1.2694375000000002,5.41259585118137e+18
1.3808125,5.40494235566318e+18
1.4921875,5.397306545198088e+18
1.6035625000000002,5.389688203258172e+18
1.7149375,5.38208713448781e+18
1.8263125,5.374503162697868e+18
1.9376875000000002,5.366936129213899e+18
2.0490625,5.359385891224382e+18
2.1604375,5.351852320293253e+18
2.2718125000000002,5.344335301164769e+18
2.3831875,5.336834730248138e+18
2.4945625000000002,5.329350514613879e+18
2.6059375,5.321882571030413e+18
2.7173125,5.314430823712928e+18
2.8286875,5.306995208615789e+18
2.9400625000000002,4.876609137714588e+18
3.0514375,4.936350797522839e+18
3.1628125000000002,4.961924194344369e+18
3.2741875000000005,4.984132405188403e+18
3.3855625,5.003311287802394e+18
3.4969375,5.019780067116987e+18
3.6083125000000003,5.033833544420049e+18
3.7196875,5.045739207662681e+18
3.8310625,5.059037344256578e+18
3.9424375000000005,5.070770119631575e+18
4.0538125,5.111606953573921e+18
4.1651875,5.190196727075447e+18
4.276562500000001,5.44988534044587e+18
4.3879375000000005,5.805650212103582e+18
4.499312499999999,6.176860221045158e+18
4.6106875,6.563964468334862e+18
4.7220625,6.967424384055302e+18
4.8334375,7.387713915357416e+18
4.9448125,7.825319702338248e+18
5.0561875,8.280741239750529e+18
5.1675625,8.75449102234962e+18
5.2789375000000005,9.247094671463926e+18
5.3903125,9.75909104013483e+18
5.5016875,1.0291032293916862e+19
5.613062500000001,1.0843483964146244e+19
5.7244375000000005,1.1417024970178077e+19
5.8358125,1.2012247606764827e+19
5.9471875,1.2629757492386925e+19
6.0585625,1.3270173473953729e+19
6.1699375,1.3934127482874182e+19
6.2813125,1.4622264337036687e+19
6.3926875,1.5335241482738608e+19
6.5040625,1.6073728670074601e+19
6.6154375000000005,1.6838407554710944e+19
6.7268125,1.7629971218343563e+19
6.8381875,1.8449123599467614e+19
6.949562500000001,1.9296578825355768e+19
7.0609375000000005,2.0173060435353993e+19
7.1723125,2.107930048476642e+19
7.283687500000001,2.201603851769187e+19
7.3950625,2.2984020396196168e+19
7.5064375,2.39839969721712e+19
7.6178124999999985,2.5016722587109708e+19
7.729187499999999,2.6082953383830475e+19
7.840562499999998,2.7183445412930855e+19
7.951937499999999,2.831895251537663e+19
8.0633125,2.9490223961209623e+19
8.1746875,3.069800182284915e+19
8.286062499999998,3.194301805983941e+19
8.397437499999999,3.322599129021971e+19
8.508812499999998,3.454762322194382e+19
8.620187499999998,3.59085947159114e+19
8.731562499999999,3.730956145027659e+19
8.8429375,3.87511491537501e+19
8.954312499999999,4.023394837357309e+19
9.0656875,4.175850874181684e+19
9.177062499999998,4.332533270163806e+19
9.288437499999999,4.493486865307322e+19
9.3998125,4.658750347601144e+19
9.5111875,4.828355438615215e+19
9.622562499999999,5.0023260078024294e+19
9.7339375,5.180677110768846e+19
9.845312499999999,5.363413946659757e+19
9.9566875,5.550530729728688e+19
10.0680625,5.742009470132332e+19
10.1794375,5.937818659033593e+19
10.2908125,6.137911853201625e+19
10.4021875,6.342226154493112e+19
10.513562499999999,6.5506805798845194e+19
10.6249375,6.763174318099363e+19
10.7363125,6.979584869376287e+19
10.847687500000001,7.199766065617399e+19
10.9590625,7.423545969182607e+19
11.070437499999999,7.650724650175046e+19
11.1818125,7.881071844266176e+19
11.293187499999998,8.114324495485254e+19
11.404562499999999,8.350184189796221e+19
11.5159375,8.58831448512203e+19
11.627312499999999,8.828338145960919e+19
11.7386875,9.069834307309845e+19
11.850062499999998,9.312335621874922e+19
11.961437499999999,9.555325417878993e+19
12.0728125,9.798234733882778e+19
12.1841875,1.0040439256490154e+20
12.295562499999999,1.0281257624634946e+20
12.4069375,1.051995052631828e+20
12.518312499999999,1.0755706562248874e+20
12.6296875,1.0987659806836566e+20
12.7410625,1.1214909120734323e+20
12.8524375,1.143636810950442e+20
12.9638125,1.1651122258895685e+20
