"gruppa","marka","klyuch_zamorozki","sistema","tip_istochnika_sostava","baza_zamorozki","versiya_bazy_zamorozki","sha256_bazy_zamorozki","sha256_bazy_zamorozki_v_predraschete","baza_sloya_segodnya","sha256_bazy_sloya_segodnya","rodoslovnaya","status_v_sloe","sostav_kolonok_w","elementy_v_reshatel","otbrosheno_kak_sled","w_AL","w_B","w_C","w_CO","w_CR","w_CU","w_FE","w_H","w_MG","w_MN","w_MO","w_N","w_NB","w_NI","w_O","w_SI","w_TA","w_TI","w_V","w_W","w_Y","w_ZN","w_ZR","x_v_reshatel","T_sol_K","T_liq_K","T_plav_odno_K","metod_T","istochnik_T","pdens","setka_polnaya","tochnost_K","versiya_sloya_zamorozki","bystryj_nabor_sloya","nabor_faz_zamorozki","polnyj_nabor_ponadobilsya","dobavleno_storozhem","fazy_pod_solidusom","isklyucheny_v_zamorozke","isklyucheny_v_sloe_segodnya","ulika_nabora","primechanie"
"z26_Al","AW-Al Mg2","-|AW-Al Mg2","Al","стандарт","mc_al","2.037 (ThermoGar)","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","","mc_al","f02bda0e42ff0733e4b647cbc904643a46c46fc996c57383815ade032a750c45","совпадает","schitaetsya","v_reshatel","AL FE MG MN SI","CR CU TI ZN","97.19157472417251","","","","","","0.25075225677031093","","2.0561685055165495","0.3009027081243731","","","","","","0.20060180541624875","","","","","","","","AL=0.9725393958153654;FE=0.0012123088543621258;MG=0.022841036057156712;MN=0.001478788189708826;SI=0.0019284710834068838","895.1","921.1","","calphad","canon/calphad_layer/dannye/predraschet_solidus_likvidus.json, marki[""-|AW-Al Mg2""], solidus_K/likvidus_K","200","True","0.25","300c360823f625a0231b0be5467a4d7380100dea3b26fbc654c286905c370abc","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B","LIQUID FCC_A1 HCP_A3 BCC_A2 SI_DIAMOND_A4 MG2SI_B AL13FE4 AL8FEMNSI2","False","AL13FE4 AL8FEMNSI2","AL13FE4 AL8FEMNSI2 FCC_A1","GP_MAT SI2TI SITI TI17AL5SI14 TIALSI_TAU","SI2TI SITI TI17AL5SI14 TIALSI_TAU","",""
