Диагностика,"Массовая доля, %",Модель плотности,"Мольная доля, %","Молярный объём, см³/моль атомов","Объёмная доля среди покрытых, %","Объёмная доля, %","Плотность фазы, г/см³","Плотность фазы, кг/м³",Примечание,"Средняя молярная масса, г/моль атомов",Статус данных,Фаза
,100,FCC_A1,100,6.929545992258879,99.99999999999999,99.99999999999999,8.256929797792111,8256.92979779211,Прямая DP-модель из physical_data.pdb.,57.21677478865324,прямая модель,FCC_A1
